sku,nom,categorie,prix_dt,disponibilite,caracteristiques,description
LS-CO-001219,Résistance 13kΩ 1/4W ±5% (CMS 1206),Composants,0.2,en stock,"13kΩ, 1/4W, tolérance ±5%, CMS 1206","Résistance 13kΩ, 1/4W, ±5%, boîtier CMS 1206."
LS-CO-001220,Résistance 13kΩ 1/4W ±5% (CMS 0603),Composants,0.21,en stock,"13kΩ, 1/4W, tolérance ±5%, CMS 0603","Résistance 13kΩ, 1/4W, ±5%, boîtier CMS 0603."
LS-CO-001221,Résistance 13kΩ 1/4W ±10% (traversant (THT)),Composants,0.21,en stock,"13kΩ, 1/4W, tolérance ±10%, traversant (THT)","Résistance 13kΩ, 1/4W, ±10%, boîtier traversant (THT)."
LS-CO-001222,Résistance 13kΩ 1/4W ±10% (CMS 0805),Composants,0.2,en stock,"13kΩ, 1/4W, tolérance ±10%, CMS 0805","Résistance 13kΩ, 1/4W, ±10%, boîtier CMS 0805."
LS-CO-001223,Résistance 13kΩ 1/4W ±10% (CMS 1206),Composants,0.2,en stock,"13kΩ, 1/4W, tolérance ±10%, CMS 1206","Résistance 13kΩ, 1/4W, ±10%, boîtier CMS 1206."
LS-CO-001224,Résistance 13kΩ 1/4W ±10% (CMS 0603),Composants,0.2,en stock,"13kΩ, 1/4W, tolérance ±10%, CMS 0603","Résistance 13kΩ, 1/4W, ±10%, boîtier CMS 0603."
LS-CO-001225,Résistance 13kΩ 1/2W ±1% (traversant (THT)),Composants,0.2,stock faible,"13kΩ, 1/2W, tolérance ±1%, traversant (THT)","Résistance 13kΩ, 1/2W, ±1%, boîtier traversant (THT)."
LS-CO-001226,Résistance 13kΩ 1/2W ±1% (CMS 0805),Composants,0.2,en stock,"13kΩ, 1/2W, tolérance ±1%, CMS 0805","Résistance 13kΩ, 1/2W, ±1%, boîtier CMS 0805."
LS-CO-001227,Résistance 13kΩ 1/2W ±1% (CMS 1206),Composants,0.2,en stock,"13kΩ, 1/2W, tolérance ±1%, CMS 1206","Résistance 13kΩ, 1/2W, ±1%, boîtier CMS 1206."
LS-CO-001228,Résistance 13kΩ 1/2W ±1% (CMS 0603),Composants,0.21,stock faible,"13kΩ, 1/2W, tolérance ±1%, CMS 0603","Résistance 13kΩ, 1/2W, ±1%, boîtier CMS 0603."
LS-CO-001229,Résistance 13kΩ 1/2W ±5% (traversant (THT)),Composants,0.2,stock faible,"13kΩ, 1/2W, tolérance ±5%, traversant (THT)","Résistance 13kΩ, 1/2W, ±5%, boîtier traversant (THT)."
LS-CO-001230,Résistance 13kΩ 1/2W ±5% (CMS 0805),Composants,0.2,en stock,"13kΩ, 1/2W, tolérance ±5%, CMS 0805","Résistance 13kΩ, 1/2W, ±5%, boîtier CMS 0805."
LS-CO-001231,Résistance 13kΩ 1/2W ±5% (CMS 1206),Composants,0.2,en stock,"13kΩ, 1/2W, tolérance ±5%, CMS 1206","Résistance 13kΩ, 1/2W, ±5%, boîtier CMS 1206."
LS-CO-001232,Résistance 13kΩ 1/2W ±5% (CMS 0603),Composants,0.2,en stock,"13kΩ, 1/2W, tolérance ±5%, CMS 0603","Résistance 13kΩ, 1/2W, ±5%, boîtier CMS 0603."
LS-CO-001233,Résistance 13kΩ 1/2W ±10% (traversant (THT)),Composants,0.2,en stock,"13kΩ, 1/2W, tolérance ±10%, traversant (THT)","Résistance 13kΩ, 1/2W, ±10%, boîtier traversant (THT)."
LS-CO-001234,Résistance 13kΩ 1/2W ±10% (CMS 0805),Composants,0.21,en stock,"13kΩ, 1/2W, tolérance ±10%, CMS 0805","Résistance 13kΩ, 1/2W, ±10%, boîtier CMS 0805."
LS-CO-001235,Résistance 13kΩ 1/2W ±10% (CMS 1206),Composants,0.21,en stock,"13kΩ, 1/2W, tolérance ±10%, CMS 1206","Résistance 13kΩ, 1/2W, ±10%, boîtier CMS 1206."
LS-CO-001236,Résistance 13kΩ 1/2W ±10% (CMS 0603),Composants,0.2,en stock,"13kΩ, 1/2W, tolérance ±10%, CMS 0603","Résistance 13kΩ, 1/2W, ±10%, boîtier CMS 0603."
LS-CO-001237,Résistance 13kΩ 1W ±1% (traversant (THT)),Composants,0.15,en stock,"13kΩ, 1W, tolérance ±1%, traversant (THT)","Résistance 13kΩ, 1W, ±1%, boîtier traversant (THT)."
LS-CO-001238,Résistance 13kΩ 1W ±1% (CMS 0805),Composants,0.15,en stock,"13kΩ, 1W, tolérance ±1%, CMS 0805","Résistance 13kΩ, 1W, ±1%, boîtier CMS 0805."
LS-CO-001239,Résistance 13kΩ 1W ±1% (CMS 1206),Composants,0.16,stock faible,"13kΩ, 1W, tolérance ±1%, CMS 1206","Résistance 13kΩ, 1W, ±1%, boîtier CMS 1206."
LS-CO-001240,Résistance 13kΩ 1W ±1% (CMS 0603),Composants,0.15,en stock,"13kΩ, 1W, tolérance ±1%, CMS 0603","Résistance 13kΩ, 1W, ±1%, boîtier CMS 0603."
LS-CO-001241,Résistance 13kΩ 1W ±5% (traversant (THT)),Composants,0.15,en stock,"13kΩ, 1W, tolérance ±5%, traversant (THT)","Résistance 13kΩ, 1W, ±5%, boîtier traversant (THT)."
LS-CO-001242,Résistance 13kΩ 1W ±5% (CMS 0805),Composants,0.15,en stock,"13kΩ, 1W, tolérance ±5%, CMS 0805","Résistance 13kΩ, 1W, ±5%, boîtier CMS 0805."
LS-CO-001243,Résistance 13kΩ 1W ±5% (CMS 1206),Composants,0.15,rupture de stock,"13kΩ, 1W, tolérance ±5%, CMS 1206","Résistance 13kΩ, 1W, ±5%, boîtier CMS 1206."
LS-CO-001244,Résistance 13kΩ 1W ±5% (CMS 0603),Composants,0.16,en stock,"13kΩ, 1W, tolérance ±5%, CMS 0603","Résistance 13kΩ, 1W, ±5%, boîtier CMS 0603."
LS-CO-001245,Résistance 13kΩ 1W ±10% (traversant (THT)),Composants,0.15,rupture de stock,"13kΩ, 1W, tolérance ±10%, traversant (THT)","Résistance 13kΩ, 1W, ±10%, boîtier traversant (THT)."
LS-CO-001246,Résistance 13kΩ 1W ±10% (CMS 0805),Composants,0.15,en stock,"13kΩ, 1W, tolérance ±10%, CMS 0805","Résistance 13kΩ, 1W, ±10%, boîtier CMS 0805."
LS-CO-001247,Résistance 13kΩ 1W ±10% (CMS 1206),Composants,0.15,en stock,"13kΩ, 1W, tolérance ±10%, CMS 1206","Résistance 13kΩ, 1W, ±10%, boîtier CMS 1206."
LS-CO-001248,Résistance 13kΩ 1W ±10% (CMS 0603),Composants,0.15,en stock,"13kΩ, 1W, tolérance ±10%, CMS 0603","Résistance 13kΩ, 1W, ±10%, boîtier CMS 0603."
LS-CO-001249,Résistance 130kΩ 1/8W ±1% (traversant (THT)),Composants,0.2,en stock,"130kΩ, 1/8W, tolérance ±1%, traversant (THT)","Résistance 130kΩ, 1/8W, ±1%, boîtier traversant (THT)."
LS-CO-001250,Résistance 130kΩ 1/8W ±1% (CMS 0805),Composants,0.2,en stock,"130kΩ, 1/8W, tolérance ±1%, CMS 0805","Résistance 130kΩ, 1/8W, ±1%, boîtier CMS 0805."
LS-CO-001251,Résistance 130kΩ 1/8W ±1% (CMS 1206),Composants,0.2,en stock,"130kΩ, 1/8W, tolérance ±1%, CMS 1206","Résistance 130kΩ, 1/8W, ±1%, boîtier CMS 1206."
LS-CO-001252,Résistance 130kΩ 1/8W ±1% (CMS 0603),Composants,0.21,en stock,"130kΩ, 1/8W, tolérance ±1%, CMS 0603","Résistance 130kΩ, 1/8W, ±1%, boîtier CMS 0603."
LS-CO-001253,Résistance 130kΩ 1/8W ±5% (traversant (THT)),Composants,0.2,en stock,"130kΩ, 1/8W, tolérance ±5%, traversant (THT)","Résistance 130kΩ, 1/8W, ±5%, boîtier traversant (THT)."
LS-CO-001254,Résistance 130kΩ 1/8W ±5% (CMS 0805),Composants,0.2,en stock,"130kΩ, 1/8W, tolérance ±5%, CMS 0805","Résistance 130kΩ, 1/8W, ±5%, boîtier CMS 0805."
LS-CO-001255,Résistance 130kΩ 1/8W ±5% (CMS 1206),Composants,0.19,en stock,"130kΩ, 1/8W, tolérance ±5%, CMS 1206","Résistance 130kΩ, 1/8W, ±5%, boîtier CMS 1206."
LS-CO-001256,Résistance 130kΩ 1/8W ±5% (CMS 0603),Composants,0.2,en stock,"130kΩ, 1/8W, tolérance ±5%, CMS 0603","Résistance 130kΩ, 1/8W, ±5%, boîtier CMS 0603."
LS-CO-001257,Résistance 130kΩ 1/8W ±10% (traversant (THT)),Composants,0.2,en stock,"130kΩ, 1/8W, tolérance ±10%, traversant (THT)","Résistance 130kΩ, 1/8W, ±10%, boîtier traversant (THT)."
LS-CO-001258,Résistance 130kΩ 1/8W ±10% (CMS 0805),Composants,0.2,en stock,"130kΩ, 1/8W, tolérance ±10%, CMS 0805","Résistance 130kΩ, 1/8W, ±10%, boîtier CMS 0805."
LS-CO-001259,Résistance 130kΩ 1/8W ±10% (CMS 1206),Composants,0.2,en stock,"130kΩ, 1/8W, tolérance ±10%, CMS 1206","Résistance 130kΩ, 1/8W, ±10%, boîtier CMS 1206."
LS-CO-001260,Résistance 130kΩ 1/8W ±10% (CMS 0603),Composants,0.2,sur commande,"130kΩ, 1/8W, tolérance ±10%, CMS 0603","Résistance 130kΩ, 1/8W, ±10%, boîtier CMS 0603."
LS-CO-001261,Résistance 130kΩ 1/4W ±1% (traversant (THT)),Composants,0.2,en stock,"130kΩ, 1/4W, tolérance ±1%, traversant (THT)","Résistance 130kΩ, 1/4W, ±1%, boîtier traversant (THT)."
LS-CO-001262,Résistance 130kΩ 1/4W ±1% (CMS 0805),Composants,0.2,en stock,"130kΩ, 1/4W, tolérance ±1%, CMS 0805","Résistance 130kΩ, 1/4W, ±1%, boîtier CMS 0805."
LS-CO-001263,Résistance 130kΩ 1/4W ±1% (CMS 1206),Composants,0.21,en stock,"130kΩ, 1/4W, tolérance ±1%, CMS 1206","Résistance 130kΩ, 1/4W, ±1%, boîtier CMS 1206."
LS-CO-001264,Résistance 130kΩ 1/4W ±1% (CMS 0603),Composants,0.2,en stock,"130kΩ, 1/4W, tolérance ±1%, CMS 0603","Résistance 130kΩ, 1/4W, ±1%, boîtier CMS 0603."
LS-CO-001265,Résistance 130kΩ 1/4W ±5% (traversant (THT)),Composants,0.21,en stock,"130kΩ, 1/4W, tolérance ±5%, traversant (THT)","Résistance 130kΩ, 1/4W, ±5%, boîtier traversant (THT)."
LS-CO-001266,Résistance 130kΩ 1/4W ±5% (CMS 0805),Composants,0.21,en stock,"130kΩ, 1/4W, tolérance ±5%, CMS 0805","Résistance 130kΩ, 1/4W, ±5%, boîtier CMS 0805."
LS-CO-001267,Résistance 130kΩ 1/4W ±5% (CMS 1206),Composants,0.21,en stock,"130kΩ, 1/4W, tolérance ±5%, CMS 1206","Résistance 130kΩ, 1/4W, ±5%, boîtier CMS 1206."
LS-CO-001268,Résistance 130kΩ 1/4W ±5% (CMS 0603),Composants,0.2,en stock,"130kΩ, 1/4W, tolérance ±5%, CMS 0603","Résistance 130kΩ, 1/4W, ±5%, boîtier CMS 0603."
LS-CO-001269,Résistance 130kΩ 1/4W ±10% (traversant (THT)),Composants,0.2,en stock,"130kΩ, 1/4W, tolérance ±10%, traversant (THT)","Résistance 130kΩ, 1/4W, ±10%, boîtier traversant (THT)."
LS-CO-001270,Résistance 130kΩ 1/4W ±10% (CMS 0805),Composants,0.2,stock faible,"130kΩ, 1/4W, tolérance ±10%, CMS 0805","Résistance 130kΩ, 1/4W, ±10%, boîtier CMS 0805."
LS-CO-001271,Résistance 130kΩ 1/4W ±10% (CMS 1206),Composants,0.2,en stock,"130kΩ, 1/4W, tolérance ±10%, CMS 1206","Résistance 130kΩ, 1/4W, ±10%, boîtier CMS 1206."
LS-CO-001272,Résistance 130kΩ 1/4W ±10% (CMS 0603),Composants,0.19,en stock,"130kΩ, 1/4W, tolérance ±10%, CMS 0603","Résistance 130kΩ, 1/4W, ±10%, boîtier CMS 0603."
LS-CO-001273,Résistance 130kΩ 1/2W ±1% (traversant (THT)),Composants,0.21,en stock,"130kΩ, 1/2W, tolérance ±1%, traversant (THT)","Résistance 130kΩ, 1/2W, ±1%, boîtier traversant (THT)."
LS-CO-001274,Résistance 130kΩ 1/2W ±1% (CMS 0805),Composants,0.2,en stock,"130kΩ, 1/2W, tolérance ±1%, CMS 0805","Résistance 130kΩ, 1/2W, ±1%, boîtier CMS 0805."
LS-CO-001275,Résistance 130kΩ 1/2W ±1% (CMS 1206),Composants,0.2,en stock,"130kΩ, 1/2W, tolérance ±1%, CMS 1206","Résistance 130kΩ, 1/2W, ±1%, boîtier CMS 1206."
LS-CO-001276,Résistance 130kΩ 1/2W ±1% (CMS 0603),Composants,0.21,en stock,"130kΩ, 1/2W, tolérance ±1%, CMS 0603","Résistance 130kΩ, 1/2W, ±1%, boîtier CMS 0603."
LS-CO-001277,Résistance 130kΩ 1/2W ±5% (traversant (THT)),Composants,0.21,en stock,"130kΩ, 1/2W, tolérance ±5%, traversant (THT)","Résistance 130kΩ, 1/2W, ±5%, boîtier traversant (THT)."
LS-CO-001278,Résistance 130kΩ 1/2W ±5% (CMS 0805),Composants,0.2,en stock,"130kΩ, 1/2W, tolérance ±5%, CMS 0805","Résistance 130kΩ, 1/2W, ±5%, boîtier CMS 0805."
LS-CO-001279,Résistance 130kΩ 1/2W ±5% (CMS 1206),Composants,0.21,en stock,"130kΩ, 1/2W, tolérance ±5%, CMS 1206","Résistance 130kΩ, 1/2W, ±5%, boîtier CMS 1206."
LS-CO-001280,Résistance 130kΩ 1/2W ±5% (CMS 0603),Composants,0.2,en stock,"130kΩ, 1/2W, tolérance ±5%, CMS 0603","Résistance 130kΩ, 1/2W, ±5%, boîtier CMS 0603."
LS-CO-001281,Résistance 130kΩ 1/2W ±10% (traversant (THT)),Composants,0.2,en stock,"130kΩ, 1/2W, tolérance ±10%, traversant (THT)","Résistance 130kΩ, 1/2W, ±10%, boîtier traversant (THT)."
LS-CO-001282,Résistance 130kΩ 1/2W ±10% (CMS 0805),Composants,0.21,en stock,"130kΩ, 1/2W, tolérance ±10%, CMS 0805","Résistance 130kΩ, 1/2W, ±10%, boîtier CMS 0805."
LS-CO-001283,Résistance 130kΩ 1/2W ±10% (CMS 1206),Composants,0.2,en stock,"130kΩ, 1/2W, tolérance ±10%, CMS 1206","Résistance 130kΩ, 1/2W, ±10%, boîtier CMS 1206."
LS-CO-001284,Résistance 130kΩ 1/2W ±10% (CMS 0603),Composants,0.2,en stock,"130kΩ, 1/2W, tolérance ±10%, CMS 0603","Résistance 130kΩ, 1/2W, ±10%, boîtier CMS 0603."
LS-CO-001285,Résistance 130kΩ 1W ±1% (traversant (THT)),Composants,0.16,en stock,"130kΩ, 1W, tolérance ±1%, traversant (THT)","Résistance 130kΩ, 1W, ±1%, boîtier traversant (THT)."
LS-CO-001286,Résistance 130kΩ 1W ±1% (CMS 0805),Composants,0.15,en stock,"130kΩ, 1W, tolérance ±1%, CMS 0805","Résistance 130kΩ, 1W, ±1%, boîtier CMS 0805."
LS-CO-001287,Résistance 130kΩ 1W ±1% (CMS 1206),Composants,0.15,en stock,"130kΩ, 1W, tolérance ±1%, CMS 1206","Résistance 130kΩ, 1W, ±1%, boîtier CMS 1206."
LS-CO-001288,Résistance 130kΩ 1W ±1% (CMS 0603),Composants,0.15,en stock,"130kΩ, 1W, tolérance ±1%, CMS 0603","Résistance 130kΩ, 1W, ±1%, boîtier CMS 0603."
LS-CO-001289,Résistance 130kΩ 1W ±5% (traversant (THT)),Composants,0.15,en stock,"130kΩ, 1W, tolérance ±5%, traversant (THT)","Résistance 130kΩ, 1W, ±5%, boîtier traversant (THT)."
LS-CO-001290,Résistance 130kΩ 1W ±5% (CMS 0805),Composants,0.15,en stock,"130kΩ, 1W, tolérance ±5%, CMS 0805","Résistance 130kΩ, 1W, ±5%, boîtier CMS 0805."
LS-CO-001291,Résistance 130kΩ 1W ±5% (CMS 1206),Composants,0.15,en stock,"130kΩ, 1W, tolérance ±5%, CMS 1206","Résistance 130kΩ, 1W, ±5%, boîtier CMS 1206."
LS-CO-001292,Résistance 130kΩ 1W ±5% (CMS 0603),Composants,0.15,en stock,"130kΩ, 1W, tolérance ±5%, CMS 0603","Résistance 130kΩ, 1W, ±5%, boîtier CMS 0603."
LS-CO-001293,Résistance 130kΩ 1W ±10% (traversant (THT)),Composants,0.15,en stock,"130kΩ, 1W, tolérance ±10%, traversant (THT)","Résistance 130kΩ, 1W, ±10%, boîtier traversant (THT)."
LS-CO-001294,Résistance 130kΩ 1W ±10% (CMS 0805),Composants,0.15,en stock,"130kΩ, 1W, tolérance ±10%, CMS 0805","Résistance 130kΩ, 1W, ±10%, boîtier CMS 0805."
LS-CO-001295,Résistance 130kΩ 1W ±10% (CMS 1206),Composants,0.16,en stock,"130kΩ, 1W, tolérance ±10%, CMS 1206","Résistance 130kΩ, 1W, ±10%, boîtier CMS 1206."
LS-CO-001296,Résistance 130kΩ 1W ±10% (CMS 0603),Composants,0.15,en stock,"130kΩ, 1W, tolérance ±10%, CMS 0603","Résistance 130kΩ, 1W, ±10%, boîtier CMS 0603."
LS-CO-001297,Résistance 1.3MΩ 1/8W ±1% (traversant (THT)),Composants,0.21,en stock,"1.3MΩ, 1/8W, tolérance ±1%, traversant (THT)","Résistance 1.3MΩ, 1/8W, ±1%, boîtier traversant (THT)."
LS-CO-001298,Résistance 1.3MΩ 1/8W ±1% (CMS 0805),Composants,0.2,en stock,"1.3MΩ, 1/8W, tolérance ±1%, CMS 0805","Résistance 1.3MΩ, 1/8W, ±1%, boîtier CMS 0805."
LS-CO-001299,Résistance 1.3MΩ 1/8W ±1% (CMS 1206),Composants,0.2,en stock,"1.3MΩ, 1/8W, tolérance ±1%, CMS 1206","Résistance 1.3MΩ, 1/8W, ±1%, boîtier CMS 1206."
LS-CO-001300,Résistance 1.3MΩ 1/8W ±1% (CMS 0603),Composants,0.2,en stock,"1.3MΩ, 1/8W, tolérance ±1%, CMS 0603","Résistance 1.3MΩ, 1/8W, ±1%, boîtier CMS 0603."
LS-CO-001301,Résistance 1.3MΩ 1/8W ±5% (traversant (THT)),Composants,0.21,stock faible,"1.3MΩ, 1/8W, tolérance ±5%, traversant (THT)","Résistance 1.3MΩ, 1/8W, ±5%, boîtier traversant (THT)."
LS-CO-001302,Résistance 1.3MΩ 1/8W ±5% (CMS 0805),Composants,0.21,en stock,"1.3MΩ, 1/8W, tolérance ±5%, CMS 0805","Résistance 1.3MΩ, 1/8W, ±5%, boîtier CMS 0805."
LS-CO-001303,Résistance 1.3MΩ 1/8W ±5% (CMS 1206),Composants,0.19,stock faible,"1.3MΩ, 1/8W, tolérance ±5%, CMS 1206","Résistance 1.3MΩ, 1/8W, ±5%, boîtier CMS 1206."
LS-CO-001304,Résistance 1.3MΩ 1/8W ±5% (CMS 0603),Composants,0.2,en stock,"1.3MΩ, 1/8W, tolérance ±5%, CMS 0603","Résistance 1.3MΩ, 1/8W, ±5%, boîtier CMS 0603."
LS-CO-001305,Résistance 1.3MΩ 1/8W ±10% (traversant (THT)),Composants,0.2,en stock,"1.3MΩ, 1/8W, tolérance ±10%, traversant (THT)","Résistance 1.3MΩ, 1/8W, ±10%, boîtier traversant (THT)."
LS-CO-001306,Résistance 1.3MΩ 1/8W ±10% (CMS 0805),Composants,0.2,en stock,"1.3MΩ, 1/8W, tolérance ±10%, CMS 0805","Résistance 1.3MΩ, 1/8W, ±10%, boîtier CMS 0805."
LS-CO-001307,Résistance 1.3MΩ 1/8W ±10% (CMS 1206),Composants,0.21,en stock,"1.3MΩ, 1/8W, tolérance ±10%, CMS 1206","Résistance 1.3MΩ, 1/8W, ±10%, boîtier CMS 1206."
LS-CO-001308,Résistance 1.3MΩ 1/8W ±10% (CMS 0603),Composants,0.2,en stock,"1.3MΩ, 1/8W, tolérance ±10%, CMS 0603","Résistance 1.3MΩ, 1/8W, ±10%, boîtier CMS 0603."
LS-CO-001309,Résistance 1.3MΩ 1/4W ±1% (traversant (THT)),Composants,0.21,en stock,"1.3MΩ, 1/4W, tolérance ±1%, traversant (THT)","Résistance 1.3MΩ, 1/4W, ±1%, boîtier traversant (THT)."
LS-CO-001310,Résistance 1.3MΩ 1/4W ±1% (CMS 0805),Composants,0.2,en stock,"1.3MΩ, 1/4W, tolérance ±1%, CMS 0805","Résistance 1.3MΩ, 1/4W, ±1%, boîtier CMS 0805."
LS-CO-001311,Résistance 1.3MΩ 1/4W ±1% (CMS 1206),Composants,0.2,en stock,"1.3MΩ, 1/4W, tolérance ±1%, CMS 1206","Résistance 1.3MΩ, 1/4W, ±1%, boîtier CMS 1206."
LS-CO-001312,Résistance 1.3MΩ 1/4W ±1% (CMS 0603),Composants,0.2,en stock,"1.3MΩ, 1/4W, tolérance ±1%, CMS 0603","Résistance 1.3MΩ, 1/4W, ±1%, boîtier CMS 0603."
LS-CO-001313,Résistance 1.3MΩ 1/4W ±5% (traversant (THT)),Composants,0.21,en stock,"1.3MΩ, 1/4W, tolérance ±5%, traversant (THT)","Résistance 1.3MΩ, 1/4W, ±5%, boîtier traversant (THT)."
LS-CO-001314,Résistance 1.3MΩ 1/4W ±5% (CMS 0805),Composants,0.21,en stock,"1.3MΩ, 1/4W, tolérance ±5%, CMS 0805","Résistance 1.3MΩ, 1/4W, ±5%, boîtier CMS 0805."
LS-CO-001315,Résistance 1.3MΩ 1/4W ±5% (CMS 1206),Composants,0.2,en stock,"1.3MΩ, 1/4W, tolérance ±5%, CMS 1206","Résistance 1.3MΩ, 1/4W, ±5%, boîtier CMS 1206."
LS-CO-001316,Résistance 1.3MΩ 1/4W ±5% (CMS 0603),Composants,0.21,en stock,"1.3MΩ, 1/4W, tolérance ±5%, CMS 0603","Résistance 1.3MΩ, 1/4W, ±5%, boîtier CMS 0603."
LS-CO-001317,Résistance 1.3MΩ 1/4W ±10% (traversant (THT)),Composants,0.21,en stock,"1.3MΩ, 1/4W, tolérance ±10%, traversant (THT)","Résistance 1.3MΩ, 1/4W, ±10%, boîtier traversant (THT)."
LS-CO-001318,Résistance 1.3MΩ 1/4W ±10% (CMS 0805),Composants,0.2,en stock,"1.3MΩ, 1/4W, tolérance ±10%, CMS 0805","Résistance 1.3MΩ, 1/4W, ±10%, boîtier CMS 0805."
LS-CO-001319,Résistance 1.3MΩ 1/4W ±10% (CMS 1206),Composants,0.2,en stock,"1.3MΩ, 1/4W, tolérance ±10%, CMS 1206","Résistance 1.3MΩ, 1/4W, ±10%, boîtier CMS 1206."
LS-CO-001320,Résistance 1.3MΩ 1/4W ±10% (CMS 0603),Composants,0.2,en stock,"1.3MΩ, 1/4W, tolérance ±10%, CMS 0603","Résistance 1.3MΩ, 1/4W, ±10%, boîtier CMS 0603."
LS-CO-001321,Résistance 1.3MΩ 1/2W ±1% (traversant (THT)),Composants,0.2,en stock,"1.3MΩ, 1/2W, tolérance ±1%, traversant (THT)","Résistance 1.3MΩ, 1/2W, ±1%, boîtier traversant (THT)."
LS-CO-001322,Résistance 1.3MΩ 1/2W ±1% (CMS 0805),Composants,0.21,en stock,"1.3MΩ, 1/2W, tolérance ±1%, CMS 0805","Résistance 1.3MΩ, 1/2W, ±1%, boîtier CMS 0805."
LS-CO-001323,Résistance 1.3MΩ 1/2W ±1% (CMS 1206),Composants,0.2,en stock,"1.3MΩ, 1/2W, tolérance ±1%, CMS 1206","Résistance 1.3MΩ, 1/2W, ±1%, boîtier CMS 1206."
LS-CO-001324,Résistance 1.3MΩ 1/2W ±1% (CMS 0603),Composants,0.21,en stock,"1.3MΩ, 1/2W, tolérance ±1%, CMS 0603","Résistance 1.3MΩ, 1/2W, ±1%, boîtier CMS 0603."
LS-CO-001325,Résistance 1.3MΩ 1/2W ±5% (traversant (THT)),Composants,0.2,en stock,"1.3MΩ, 1/2W, tolérance ±5%, traversant (THT)","Résistance 1.3MΩ, 1/2W, ±5%, boîtier traversant (THT)."
LS-CO-001326,Résistance 1.3MΩ 1/2W ±5% (CMS 0805),Composants,0.2,en stock,"1.3MΩ, 1/2W, tolérance ±5%, CMS 0805","Résistance 1.3MΩ, 1/2W, ±5%, boîtier CMS 0805."
LS-CO-001327,Résistance 1.3MΩ 1/2W ±5% (CMS 1206),Composants,0.2,sur commande,"1.3MΩ, 1/2W, tolérance ±5%, CMS 1206","Résistance 1.3MΩ, 1/2W, ±5%, boîtier CMS 1206."
LS-CO-001328,Résistance 1.3MΩ 1/2W ±5% (CMS 0603),Composants,0.2,sur commande,"1.3MΩ, 1/2W, tolérance ±5%, CMS 0603","Résistance 1.3MΩ, 1/2W, ±5%, boîtier CMS 0603."
LS-CO-001329,Résistance 1.3MΩ 1/2W ±10% (traversant (THT)),Composants,0.2,en stock,"1.3MΩ, 1/2W, tolérance ±10%, traversant (THT)","Résistance 1.3MΩ, 1/2W, ±10%, boîtier traversant (THT)."
LS-CO-001330,Résistance 1.3MΩ 1/2W ±10% (CMS 0805),Composants,0.2,stock faible,"1.3MΩ, 1/2W, tolérance ±10%, CMS 0805","Résistance 1.3MΩ, 1/2W, ±10%, boîtier CMS 0805."
LS-CO-001331,Résistance 1.3MΩ 1/2W ±10% (CMS 1206),Composants,0.19,en stock,"1.3MΩ, 1/2W, tolérance ±10%, CMS 1206","Résistance 1.3MΩ, 1/2W, ±10%, boîtier CMS 1206."
LS-CO-001332,Résistance 1.3MΩ 1/2W ±10% (CMS 0603),Composants,0.21,en stock,"1.3MΩ, 1/2W, tolérance ±10%, CMS 0603","Résistance 1.3MΩ, 1/2W, ±10%, boîtier CMS 0603."
LS-CO-001333,Résistance 1.3MΩ 1W ±1% (traversant (THT)),Composants,0.16,en stock,"1.3MΩ, 1W, tolérance ±1%, traversant (THT)","Résistance 1.3MΩ, 1W, ±1%, boîtier traversant (THT)."
LS-CO-001334,Résistance 1.3MΩ 1W ±1% (CMS 0805),Composants,0.15,en stock,"1.3MΩ, 1W, tolérance ±1%, CMS 0805","Résistance 1.3MΩ, 1W, ±1%, boîtier CMS 0805."
LS-CO-001335,Résistance 1.3MΩ 1W ±1% (CMS 1206),Composants,0.15,en stock,"1.3MΩ, 1W, tolérance ±1%, CMS 1206","Résistance 1.3MΩ, 1W, ±1%, boîtier CMS 1206."
LS-CO-001336,Résistance 1.3MΩ 1W ±1% (CMS 0603),Composants,0.15,en stock,"1.3MΩ, 1W, tolérance ±1%, CMS 0603","Résistance 1.3MΩ, 1W, ±1%, boîtier CMS 0603."
LS-CO-001337,Résistance 1.3MΩ 1W ±5% (traversant (THT)),Composants,0.15,en stock,"1.3MΩ, 1W, tolérance ±5%, traversant (THT)","Résistance 1.3MΩ, 1W, ±5%, boîtier traversant (THT)."
LS-CO-001338,Résistance 1.3MΩ 1W ±5% (CMS 0805),Composants,0.15,en stock,"1.3MΩ, 1W, tolérance ±5%, CMS 0805","Résistance 1.3MΩ, 1W, ±5%, boîtier CMS 0805."
LS-CO-001339,Résistance 1.3MΩ 1W ±5% (CMS 1206),Composants,0.15,en stock,"1.3MΩ, 1W, tolérance ±5%, CMS 1206","Résistance 1.3MΩ, 1W, ±5%, boîtier CMS 1206."
LS-CO-001340,Résistance 1.3MΩ 1W ±5% (CMS 0603),Composants,0.15,en stock,"1.3MΩ, 1W, tolérance ±5%, CMS 0603","Résistance 1.3MΩ, 1W, ±5%, boîtier CMS 0603."
LS-CO-001341,Résistance 1.3MΩ 1W ±10% (traversant (THT)),Composants,0.16,en stock,"1.3MΩ, 1W, tolérance ±10%, traversant (THT)","Résistance 1.3MΩ, 1W, ±10%, boîtier traversant (THT)."
LS-CO-001342,Résistance 1.3MΩ 1W ±10% (CMS 0805),Composants,0.15,en stock,"1.3MΩ, 1W, tolérance ±10%, CMS 0805","Résistance 1.3MΩ, 1W, ±10%, boîtier CMS 0805."
